YEAR,Month,Day,Hour,irradiance,temperature,dewpoint,specific humidity,wind speed,Electric Load (MW)
2021,12,19,22,0,14.51,3.27,4.76,3.49,37.4115
2021,12,19,23,0,13.75,3.18,4.76,3.53,31.2189
2021,12,20,0,0,12.98,3.11,4.76,3.51,31.6048
2021,12,20,1,0,12.27,2.99,4.7,3.48,24.6336
2021,12,20,2,0,11.63,2.85,4.64,3.49,23.8502
2021,12,20,3,0,11.02,2.68,4.64,3.5,18.2292
2021,12,20,4,0,10.48,2.5,4.52,3.59,21.4897
2021,12,20,5,0,9.97,2.36,4.52,3.62,21.1522
2021,12,20,6,0,9.42,2.26,4.46,3.57,30.7459
2021,12,20,7,99.66,10.44,2.09,4.39,4.41,46.3574
2021,12,20,8,313.88,13.12,2.1,4.39,3.68,54.5034
2021,12,20,9,507.12,17.44,1.86,4.33,2.8,47.6106
2021,12,20,10,649.49,21.9,0.48,3.91,2.44,42.4603
2021,12,20,11,729.07,25.69,-1.38,3.42,2.13,50.1302
2021,12,20,12,747.48,27.21,-2.4,3.17,2.14,43.3457
2021,12,20,13,688.23,27.97,-3.1,2.99,2.15,47.7669
2021,12,20,14,557.66,28.08,-3.6,2.87,2.12,42.3546
2021,12,20,15,374.23,27.55,-3.67,2.87,2.09,39.6225
2021,12,20,16,157.66,25.34,3.33,4.94,1.52,40.3596
2021,12,20,17,10.12,22.39,1.55,4.27,1.65,44.038
2021,12,20,18,0,21.33,-0.18,3.72,1.6,47.4782
2021,12,20,19,0,20.52,-0.42,3.66,1.61,41.9265
2021,12,20,20,0,19.48,-0.74,3.6,1.71,32.4752
2021,12,20,21,0,18.36,-0.5,3.66,1.92,29.4035
2021,12,20,22,0,17.11,-0.35,3.66,2.17,25.1687
2021,12,20,23,0,15.96,-0.16,3.72,2.27,22.4288
2021,12,21,0,0,14.8,0.44,3.91,2.39,24.3496
2021,12,21,1,0,13.44,0.99,4.09,2.64,23.9032
2021,12,21,2,0,12.32,1.56,4.21,2.86,16.1955
2021,12,21,3,0,11.51,2.25,4.46,2.96,12.369
2021,12,21,4,0,10.85,3.06,4.7,2.97,14.4447
2021,12,21,5,0,10.3,3.86,5,2.97,18.1191
2021,12,21,6,0,10,4.45,5.19,3.01,29.6612
2021,12,21,7,93.28,11.83,4.9,5.31,3.65,40.4124
2021,12,21,8,301.83,14.71,5.19,5.43,3.46,39.8947
2021,12,21,9,476.34,18.57,5.2,5.43,2.3,51.2014
2021,12,21,10,635.78,22.68,3.96,5,1.92,52.8494
2021,12,21,11,714.53,26.33,0.62,3.97,1.46,52.4323
2021,12,21,12,742.91,27.88,-0.23,3.72,0.86,44.9843
2021,12,21,13,676.17,28.51,-0.27,3.72,0.55,47.9901
2021,12,21,14,535.91,28.72,-0.24,3.72,0.65,50.8966
2021,12,21,15,364.31,28.31,-0.01,3.78,0.8,39.8911
2021,12,21,16,155.94,26.84,4.07,5.13,0.53,42.7348
2021,12,21,17,10.41,24.73,2.08,4.39,0.73,52.994
2021,12,21,18,0,22.73,1.81,4.33,1.32,49.442
2021,12,21,19,0,21.19,1.8,4.33,1.75,49.4134
2021,12,21,20,0,19.65,1.53,4.21,2.13,38.8685
2021,12,21,21,0,17.96,1.96,4.33,2.45,30.7679
2021,12,21,22,0,16.45,1.98,4.33,2.69,28.6704
2021,12,21,23,0,15.23,1.84,4.33,2.81,20.1588
2021,12,22,0,0,14.37,1.64,4.27,2.79,21.1242
2021,12,22,1,0,13.65,1.45,4.21,2.74,14.8782
2021,12,22,2,0,12.98,1.28,4.15,2.77,16.1844
2021,12,22,3,0,12.43,1.14,4.09,2.79,20.9878
2021,12,22,4,0,12.05,1.03,4.09,2.7,21.1083
2021,12,22,5,0,11.76,1.05,4.09,2.55,24.3725
2021,12,22,6,0,11.53,1.31,4.15,2.39,27.7167
2021,12,22,7,89.52,13.16,3.04,4.7,1.96,48.859
2021,12,22,8,294.46,16.7,2.93,4.64,2.27,43.1642
2021,12,22,9,483.28,20.17,2.52,4.52,1.61,51.2388
2021,12,22,10,622.64,24.36,0.08,3.78,1.68,63.4136
2021,12,22,11,700.31,26.94,-0.38,3.66,1.32,66.6819
2021,12,22,12,730.95,28.07,-0.13,3.72,1.38,67.045
2021,12,22,13,671.61,28.62,0.08,3.78,1.49,62.694
2021,12,22,14,544,28.66,0.24,3.85,1.46,59.1113
2021,12,22,15,363.06,28.11,0.55,3.97,1.32,65.8689
2021,12,22,16,151.41,26.35,5.04,5.55,1.01,62.6949
2021,12,22,17,10.07,23.65,4.04,5.07,1.25,63.5332
2021,12,22,18,0,22.32,3.24,4.76,1.41,65.0359
2021,12,22,19,0,21.36,2.98,4.7,1.6,60.4783
2021,12,22,20,0,20.47,3.13,4.76,1.78,37.9127
2021,12,22,21,0,19.52,3.35,4.82,1.93,36.4027
2021,12,22,22,0,18.76,3.81,4.94,1.97,36.269
2021,12,22,23,0,18.27,4.14,5.07,1.86,33.8755
2021,12,23,0,0,17.98,4.33,5.19,1.57,34.8697
2021,12,23,1,0,17.34,4.76,5.31,1.28,33.761
2021,12,23,2,0,16.62,5.25,5.55,1.21,33.69
2021,12,23,3,0,15.91,5.7,5.74,1.33,30.5129
2021,12,23,4,0,15.08,6.08,5.92,1.47,28.4009
2021,12,23,5,0,14.48,6.3,5.98,1.61,30.5222
2021,12,23,6,0,14.01,6.44,6.04,1.62,35.6699
2021,12,23,7,78.41,15.12,7.26,6.41,1.42,58.3881
2021,12,23,8,268.14,17.93,6.8,6.16,1.56,63.0063
2021,12,23,9,454.78,21.64,11.25,8.3,1.66,68.8203
2021,12,23,10,598.38,25.31,12.48,8.97,1.55,69.4435
2021,12,23,11,675.22,27.35,12.44,8.97,1.86,75.3102
2021,12,23,12,710.27,28.53,12.36,8.91,2.29,68.6778
2021,12,23,13,651.24,29.23,12.09,8.73,2.68,59.4664
2021,12,23,14,522.14,29.4,11.7,8.54,2.91,61.8232
2021,12,23,15,342.68,28.96,11.41,8.36,2.96,56.6337
2021,12,23,16,138.98,27.31,12.91,9.28,1.98,62.8164
2021,12,23,17,9.75,24.3,12.44,8.97,1.58,64.3257
2021,12,23,18,0,23.26,11.9,8.67,1.37,67.0017
2021,12,23,19,0,22.13,11.76,8.54,1.31,68.6822
2021,12,23,20,0,21.12,11.7,8.54,1.4,59.5001
2021,12,23,21,0,20.48,11.68,8.48,1.31,53.9833
2021,12,23,22,0,20.26,11.77,8.54,1,47.3023
2021,12,23,23,0,19.86,11.92,8.67,0.89,43.1777
2021,12,24,0,0,19.19,12.15,8.79,1,46.3364
2021,12,24,1,0,18.55,12.49,8.97,0.98,41.8968
2021,12,24,2,0,17.83,12.86,9.22,1.06,42.7665
2021,12,24,3,0,17.06,13.24,9.46,1.22,40.9824
2021,12,24,4,0,16.05,13.62,9.7,1.46,38.5891
2021,12,24,5,0,15.44,13.9,9.89,1.61,38.1884
2021,12,24,6,0,14.9,14.06,9.95,1.76,47.4297
2021,12,24,7,67.14,16.26,14.15,10.01,1.96,68.6196
2021,12,24,8,222.02,19.05,14.4,10.13,2.03,69.4072
2021,12,24,9,386.2,23.16,14.83,10.44,2.35,73.307
2021,12,24,10,521.28,26.23,14.52,10.25,1.83,71.8609
2021,12,24,11,586.24,27.82,14.43,10.19,1.73,81.8772
2021,12,24,12,548.07,28.87,14.29,10.13,2.04,78.0803
2021,12,24,13,523.7,29.49,14.12,10.01,2.47,65.1843
2021,12,24,14,404.57,29.55,13.96,9.89,2.76,77.5775
2021,12,24,15,286.8,29.05,13.82,9.83,2.93,76.9654
2021,12,24,16,115.94,27.61,14.5,10.25,2.41,77.9508
2021,12,24,17,9.16,24.19,14.68,10.38,2.08,77.4096
2021,12,24,18,0,22.96,14.22,10.07,2.22,84.6972
2021,12,24,19,0,22.19,14.18,10.01,2.23,74.6865
2021,12,24,20,0,21.54,14.26,10.07,2.16,61.4793
2021,12,24,21,0,21.05,14.33,10.13,1.99,62.0969
2021,12,24,22,0,20.41,14.4,10.19,1.93,56.039
2021,12,24,23,0,19.79,14.49,10.25,1.96,47.4785
2021,12,25,0,0,19.28,14.58,10.31,2.01,48.5817
2021,12,25,1,0,18.58,14.66,10.38,2.11,45.5396
2021,12,25,2,0,17.75,14.74,10.38,2.14,44.0962
2021,12,25,3,0,17.19,14.79,10.44,2.04,43.2967
2021,12,25,4,0,16.76,14.82,10.44,1.87,43.572
2021,12,25,5,0,16.35,14.8,10.44,1.69,44.6401
2021,12,25,6,0,15.91,14.69,10.38,1.49,52.6165
2021,12,25,7,60.84,16.9,14.54,10.25,1.41,70.2543
2021,12,25,8,219.32,19.3,14.3,10.07,1.4,70.742
2021,12,25,9,391.62,23.09,13.44,9.58,1,71.9407
2021,12,25,10,528.59,26.58,11.85,8.67,1.16,94.0427
2021,12,25,11,607.22,28.15,11.09,8.24,1.08,95.3675
2021,12,25,12,656.03,29.15,10.49,7.93,1.22,91.216
2021,12,25,13,584.07,29.73,9.94,7.63,1.47,90.2868
2021,12,25,14,485.67,29.8,9.38,7.39,1.59,77.7015
2021,12,25,15,315.15,29.23,8.88,7.08,1.66,82.8697
2021,12,25,16,132.37,27.49,11.08,8.24,1.34,79.7413
2021,12,25,17,9.81,24.48,10.15,7.75,1.73,78.1508
2021,12,25,18,0,22.83,9.51,7.39,2.09,78.8066
2021,12,25,19,0,21.78,9.14,7.2,2.22,69.1685
2021,12,25,20,0,21.15,8.67,6.96,2.08,56.3526
2021,12,25,21,0,20.69,8.22,6.77,1.86,45.7959
2021,12,25,22,0,19.9,7.83,6.59,1.87,40.806
2021,12,25,23,0,18.83,7.4,6.41,2.04,35.8396
2021,12,26,0,0,17.87,6.91,6.16,2.16,37.1332
2021,12,26,1,0,17.26,6.38,5.98,2.1,33.4923
2021,12,26,2,0,16.86,5.88,5.74,1.96,32.8082
2021,12,26,3,0,16.51,5.48,5.62,1.8,30.9873
2021,12,26,4,0,16.19,5.26,5.49,1.63,28.6458
2021,12,26,5,0,15.89,5.16,5.43,1.45,37.85
2021,12,26,6,0,15.55,5.23,5.49,1.33,38.7002
2021,12,26,7,60.77,16.31,6.45,5.98,1.11,57.0844
2021,12,26,8,230,19.1,6.12,5.8,1.18,56.502
2021,12,26,9,402.32,22.39,6.2,5.86,0.73,52.8435
2021,12,26,10,543.71,27.15,4.44,5.19,2.07,54.1854
2021,12,26,11,601.39,28.76,4.21,5.13,2.34,53.4681
2021,12,26,12,635.51,29.68,4.13,5.07,2.37,51.3392
2021,12,26,13,588.21,30.12,4.26,5.13,2.34,55.0264
2021,12,26,14,476.59,29.98,4.51,5.19,2.3,53.3393
2021,12,26,15,302.94,29.29,4.9,5.37,2.33,55.0043
2021,12,26,16,119.8,27.09,9.08,7.26,1.7,52.1626
2021,12,26,17,10.02,24.19,8.51,6.9,1.95,61.0741
2021,12,26,18,0,23.3,8.32,6.77,2.07,60.8547
2021,12,26,19,0,22.24,8.28,6.77,2.21,55.8207
2021,12,26,20,0,21.19,8.12,6.65,2.33,48.1901
2021,12,26,21,0,20.8,8.55,6.9,2.32,42.1835
2021,12,26,22,0,20.42,8.82,7.02,2.23,37.0606
2021,12,26,23,0,20.14,8.83,7.02,2.02,16.0661
2021,12,27,0,0,19.94,8.65,6.96,1.76,29.2211
2021,12,27,1,0,19.83,8.32,6.77,1.43,33.652
2021,12,27,2,0,19.28,8.05,6.71,1.33,31.4507
2021,12,27,3,0,18.43,7.87,6.59,1.39,30.7319
2021,12,27,4,0,17.72,7.73,6.53,1.47,27.116
2021,12,27,5,0,17.02,7.59,6.47,1.67,35.1985
2021,12,27,6,0,16.49,7.39,6.41,1.92,36.6816
2021,12,27,7,54.28,17.58,7.37,6.35,2.24,53.5499
2021,12,27,8,199.3,19.63,6.61,6.04,3,55.8382
2021,12,27,9,345.9,22.87,6.6,6.04,2.22,55.763
2021,12,27,10,422.7,26.69,8.78,7.02,0.95,50.5015
2021,12,27,11,536.04,28.33,10.22,7.69,0.73,58.251
2021,12,27,12,538.38,28.93,10.55,7.87,0.6,57.4743
2021,12,27,13,509.2,28.33,10.54,7.87,0.78,55.4967
2021,12,27,14,366.73,28.15,10.56,7.87,1.09,50.5344
2021,12,27,15,274.03,28.09,10.57,7.87,1.4,60.8219
2021,12,27,16,99.74,26.86,12.33,8.91,1.23,44.1567
2021,12,27,17,8.73,24.33,12.29,8.91,1.73,53.6152
2021,12,27,18,0,23.1,11.9,8.67,2.16,69.2289
2021,12,27,19,0,22.37,11.55,8.42,2.38,70.1401
2021,12,27,20,0,21.68,11.29,8.3,2.5,61.6632
2021,12,27,21,0,21.05,11.01,8.12,2.52,57.3305
2021,12,27,22,0,20.52,10.82,8,2.44,53.5991
2021,12,27,23,0,19.9,10.69,7.93,2.39,48.9944
2021,12,28,0,0,19.69,10.74,8,2.21,49.467
2021,12,28,1,0,19.34,10.78,8,2.14,38.9158
2021,12,28,2,0,18.77,10.9,8.06,2.19,39.2601
2021,12,28,3,0,18.26,11.37,8.3,2.25,32.8927
2021,12,28,4,0,17.7,12,8.67,2.38,35.006
2021,12,28,5,0,17.2,12.62,9.03,2.45,40.8383
2021,12,28,6,0,17,13.17,9.4,2.52,48.8904
2021,12,28,7,32.65,17.13,13.62,9.64,2.86,68.1069
2021,12,28,8,129.73,17.98,13.92,9.83,2.82,72.1753
2021,12,28,9,242.34,19.58,13.77,9.7,3.22,73.1017
2021,12,28,10,333.25,22.15,13.1,9.34,2.68,52.2059
2021,12,28,11,386.11,25.08,12.44,8.91,1.81,75.47
2021,12,28,12,386.52,26.49,12.23,8.79,3.3,76.2816
2021,12,28,13,333.16,26.85,12.18,8.79,4.36,69.9738
2021,12,28,14,250.05,26.58,12.17,8.79,4.96,65.4999
2021,12,28,15,171.3,25.58,12.19,8.79,5.19,68.4437
2021,12,28,16,80.05,23.95,12.37,8.91,5.08,72.3305
2021,12,28,17,8.91,21.48,12.76,9.16,3.98,71.8467
2021,12,28,18,0,20.13,12.8,9.16,4.06,67.2697
2021,12,28,19,0,18.98,12.79,9.09,3.6,61.6726
2021,12,28,20,0,18.06,12.7,9.09,3.07,52.3057
2021,12,28,21,0,17.27,12.55,8.97,2.71,49.7001
2021,12,28,22,0,16.58,12.38,8.91,2.58,44.4011
2021,12,28,23,0,15.91,12.27,8.85,2.57,43.612
2021,12,29,0,0,15.27,12.24,8.79,2.61,41.3398
2021,12,29,1,0,14.69,12.29,8.85,2.73,37.4342
2021,12,29,2,0,14.12,12.27,8.85,2.82,39.7806
2021,12,29,3,0,13.57,12.08,8.73,2.82,39.5364
2021,12,29,4,0,13.05,11.66,8.48,2.83,36.8904
2021,12,29,5,0,12.57,11.12,8.18,2.74,42.1432
2021,12,29,6,0,12.1,10.55,7.87,2.65,50.1866
2021,12,29,7,47.38,13.11,10.03,7.57,3.71,68.5324
2021,12,29,8,182.06,15.62,9.83,7.51,3.89,66.8078
2021,12,29,9,331.37,19.49,9.56,7.39,4.89,66.2094
2021,12,29,10,460.52,22.12,9.6,7.39,4.46,78.6013
2021,12,29,11,537,23.89,9.45,7.32,3.95,76.5482
2021,12,29,12,694.11,25.12,8.82,7.02,3.71,72.0296
2021,12,29,13,637.92,25.81,7.98,6.65,3.61,62.8014
2021,12,29,14,515.7,25.94,7.17,6.29,3.48,67.6128
2021,12,29,15,336.7,25.5,6.38,5.92,3.41,69.2222
2021,12,29,16,147.59,23.87,7.44,6.41,2.5,67.6249
2021,12,29,17,12.05,20.01,8.15,6.71,2.33,69.9855
2021,12,29,18,0,18.64,7.13,6.29,2.52,65.2181
2021,12,29,19,0,17.58,6.86,6.1,2.75,63.2976
2021,12,29,20,0,16.57,6.76,6.1,2.92,54.6568
2021,12,29,21,0,15.73,6.93,6.16,3.08,44.3461
2021,12,29,22,0,15.04,7.47,6.35,3.14,39.5566
2021,12,29,23,0,14.46,8.25,6.71,3.31,38.6301
2021,12,30,0,0,13.9,8.83,7.02,3.61,38.408
2021,12,30,1,0,13.5,9.04,7.08,4.17,34.9355
2021,12,30,2,0,13.09,9.02,7.08,4.56,37.3584
2021,12,30,3,0,12.46,8.9,7.02,4.23,38.7547
2021,12,30,4,0,11.94,8.72,6.96,4.16,39.0697
2021,12,30,5,0,11.68,8.51,6.84,4.57,41.262
2021,12,30,6,0,11.48,8.32,6.71,4.76,49.4271
2021,12,30,7,58.95,11.97,8.16,6.65,5.11,69.6782
2021,12,30,8,223.7,13.94,8.1,6.65,4.77,67.9302
2021,12,30,9,398.17,18.09,7.78,6.47,5.91,74.1212
2021,12,30,10,535.9,21.95,7,6.16,7.46,75.3678
2021,12,30,11,619.23,23.65,6.79,6.04,6.73,77.4121
2021,12,30,12,713.52,24.82,6.63,6.04,5.72,77.3843
2021,12,30,13,654.66,25.47,6.6,6.04,4.93,76.5974
2021,12,30,14,527.3,25.63,6.54,5.98,4.34,79.3039
2021,12,30,15,344.55,25.17,6.45,5.98,3.94,78.1412
2021,12,30,16,146.23,23.55,7.51,6.47,2.85,77.2206
2021,12,30,17,12.43,19.3,8.12,6.71,2.85,79.8312
2021,12,30,18,0,18.37,7.25,6.29,3.29,83.5285
2021,12,30,19,0,18.58,6.72,6.04,3.85,77.0418
2021,12,30,20,0,18.34,6.23,5.86,4.63,67.7208
2021,12,30,21,0,17.58,5.94,5.74,4.95,60.9797
2021,12,30,22,0,16.74,5.8,5.68,5.14,54.6735
2021,12,30,23,0,15.87,5.76,5.68,5.25,48.2052
2021,12,31,0,0,15.13,5.82,5.68,5.24,48.0577
2021,12,31,1,0,14.47,5.95,5.74,5.2,45.8373
2021,12,31,2,0,13.97,6.04,5.8,5.22,41.792
2021,12,31,3,0,13.58,6.12,5.8,4.93,42.4743
2021,12,31,4,0,13.19,6.15,5.8,4.59,43.0161
2021,12,31,5,0,12.69,6.1,5.8,4.11,42.7662
2021,12,31,6,0,12.2,6.02,5.74,3.93,51.5048
2021,12,31,7,47.25,12.79,6.02,5.74,4.6,72.3033
2021,12,31,8,189.44,15.02,6.19,5.8,4.38,73.3361
2021,12,31,9,356.96,18.91,6.21,5.8,5.13,80.2044
2021,12,31,10,497.12,22.73,7.47,6.41,5.71,79.3832
2021,12,31,11,566.62,24.76,9.08,7.14,4.8,81.3916
2021,12,31,12,534.18,26.01,9.98,7.57,4.06,70.4454
2021,12,31,13,507.92,26.76,10.53,7.87,3.74,74.208
2021,12,31,14,384.12,26.91,10.87,8.06,3.43,71.775
2021,12,31,15,239.31,26.45,11.07,8.18,2.97,71.8417
2021,12,31,16,96.73,24.86,12.34,8.91,1.95,72.3001
2021,12,31,17,11.22,21.51,11.96,8.67,2.21,74.8942
2021,12,31,18,0,20.05,11.25,8.24,2.68,74.8442
2021,12,31,19,0,19.32,10.93,8.06,2.91,66.2964
2021,12,31,20,0,18.76,10.69,7.93,3.15,52.2815
2021,12,31,21,0,18.2,10.55,7.87,3.52,50.7559
2021,12,31,22,0,17.49,10.53,7.81,3.76,45.2536
2021,12,31,23,0,16.65,10.55,7.87,3.77,43.536
2022,1,1,0,0,15.86,10.58,7.87,3.7,42.4365
2022,1,1,1,0,15.18,10.57,7.87,3.61,42.0099
2022,1,1,2,0,14.63,10.47,7.81,3.74,42.6043
2022,1,1,3,0,14.23,10.23,7.69,3.96,40.8079
2022,1,1,4,0,13.9,9.93,7.57,4.07,41.2326
2022,1,1,5,0,13.66,9.61,7.39,4.16,43.653
2022,1,1,6,0,13.46,9.3,7.2,4.24,49.6969
2022,1,1,7,44.19,14.08,9.06,7.14,4.72,68.8359
2022,1,1,8,161.9,16.38,9.22,7.2,4.3,72.3603
2022,1,1,9,302.59,19.69,10.35,7.75,4.78,78.4204
2022,1,1,10,437.93,23.01,12.38,8.85,4.27,72.3964
2022,1,1,11,496.69,25.24,13.41,9.46,3.19,72.4601
2022,1,1,12,597.96,26.42,13.75,9.7,2.03,72.6811
2022,1,1,13,542.23,26.92,13.9,9.83,1.18,71.2403
2022,1,1,14,430.81,27.08,13.89,9.83,0.66,73.8686
2022,1,1,15,277.62,26.9,13.79,9.77,0.76,71.4539
2022,1,1,16,118.65,25.91,14.33,10.13,1.02,79.7068
2022,1,1,17,12.13,23.09,14.23,10.07,1.69,76.7083
2022,1,1,18,0,21.31,13.45,9.52,2.38,73.7003
2022,1,1,19,0,20.45,13.26,9.4,2.75,69.2101
2022,1,1,20,0,19.87,13.05,9.28,2.87,60.1656
2022,1,1,21,0,19.28,12.84,9.16,2.94,54.5453
2022,1,1,22,0,18.65,12.71,9.09,2.94,48.5029
2022,1,1,23,0,18.04,12.75,9.09,2.91,47.0411
2022,1,2,0,0,17.45,12.95,9.22,2.84,43.8759
2022,1,2,1,0,16.94,13.23,9.4,2.82,42.2544
2022,1,2,2,0,16.48,13.5,9.58,2.85,42.4859
2022,1,2,3,0,16.08,13.72,9.7,2.93,35.3419
2022,1,2,4,0,15.71,13.88,9.83,2.97,36.9036
2022,1,2,5,0,15.34,13.98,9.89,2.98,40.2661
2022,1,2,6,0,15.04,14.04,9.89,3.03,45.3093
2022,1,2,7,48.07,16.05,14.05,9.89,4.16,64.2253
2022,1,2,8,191.14,18.47,14.09,9.95,3.75,70.6058
2022,1,2,9,352.9,22.43,14.47,10.19,3.97,71.7647
2022,1,2,10,503.21,25.89,14.62,10.25,3.25,56.9232
2022,1,2,11,592.49,27.6,14.48,10.19,2.19,65.1614
2022,1,2,12,628.94,28.7,14.14,9.95,1.72,55.8583
2022,1,2,13,576.71,29.34,13.75,9.77,1.68,70.6395
2022,1,2,14,452.79,29.35,13.38,9.52,1.62,65.493
2022,1,2,15,295.6,28.85,13.08,9.34,1.51,64.0058
2022,1,2,16,122.62,27.5,14.05,9.95,1.18,61.533
2022,1,2,17,12.53,25.14,13.83,9.83,1.27,62.4974
2022,1,2,18,0,23.92,13.3,9.46,1.54,66.3563
2022,1,2,19,0,22.64,13.06,9.28,1.91,63.3793
2022,1,2,20,0,21.33,12.89,9.22,2.28,53.8147
2022,1,2,21,0,20.29,12.92,9.22,2.59,52.9196
2022,1,2,22,0,19.58,13.02,9.28,2.8,48.4243
2022,1,2,23,0,19.01,13.19,9.4,2.93,45.5331
2022,1,3,0,0,18.45,13.37,9.46,3.04,46.8975
2022,1,3,1,0,17.83,13.55,9.58,3.07,45.6167
2022,1,3,2,0,17.2,13.65,9.64,3.09,41.1965
2022,1,3,3,0,16.93,13.71,9.7,3.37,39.0164
2022,1,3,4,0,16.48,13.75,9.7,3.36,35.8064
2022,1,3,5,0,16.01,13.76,9.7,3.31,39.14
2022,1,3,6,0,15.72,13.73,9.7,3.39,49.8863
2022,1,3,7,51.35,16.63,13.66,9.64,4.18,66.4902
2022,1,3,8,202.73,18.86,13.62,9.64,3.46,68.9131
2022,1,3,9,378.96,22.86,13.76,9.7,3.91,66.9752
2022,1,3,10,520.5,26.55,13.98,9.89,4.29,56.43
2022,1,3,11,607.77,28.3,14.11,9.95,3.31,56.43
2022,1,3,12,647.31,29.34,14.04,9.95,2.54,56.43
2022,1,3,13,591.53,29.88,13.73,9.77,1.82,56.43
2022,1,3,14,469.02,29.95,13.4,9.52,1.31,71.3636
2022,1,3,15,299.92,29.48,13.12,9.34,0.99,70.4932
2022,1,3,16,126.55,28.32,13.97,9.95,0.62,69.0846
2022,1,3,17,13.63,26.67,13.93,9.89,0.59,46.6038
2022,1,3,18,0,25.42,13.51,9.58,0.87,71.8608
2022,1,3,19,0,24.41,13.24,9.4,1.03,73.449
2022,1,3,20,0,23.83,12.9,9.22,1.13,58.4821
2022,1,3,21,0,23.01,12.69,9.09,1.35,64.8531
2022,1,3,22,0,22.23,12.71,9.09,1.57,51.7276
2022,1,3,23,0,21.27,12.73,9.09,1.82,44.4684
2022,1,4,0,0,20.29,12.79,9.16,2.08,41.9181
2022,1,4,1,0,19.4,12.9,9.22,2.22,38.1073
2022,1,4,2,0,18.73,13.07,9.34,2.35,37.7904
2022,1,4,3,0,18.23,13.32,9.46,2.52,37.2954
2022,1,4,4,0,17.64,13.61,9.64,2.7,35.8997
2022,1,4,5,0,16.9,13.91,9.83,2.61,40.3753
2022,1,4,6,0,16.55,14.15,10.01,2.67,51.0563
2022,1,4,7,50.43,17.64,14.33,10.07,3.6,69.6715
2022,1,4,8,198.67,19.9,14.48,10.19,3.09,69.9771
2022,1,4,9,367.14,24,14.25,10.01,2.96,51.0177
2022,1,4,10,500.01,27.69,13.81,9.77,2.56,56.3755
2022,1,4,11,548.77,29.24,13.63,9.64,2.01,63.46
2022,1,4,12,576.66,30.22,13.31,9.46,1.76,58.6618
2022,1,4,13,555.16,30.7,12.91,9.22,1.66,72.4259
2022,1,4,14,442.44,30.62,12.51,8.97,1.59,68.1732
2022,1,4,15,265.96,30.07,12.3,8.85,1.54,66.1577
2022,1,4,16,121.74,28.64,13.87,9.89,1.12,45.5967
2022,1,4,17,14.13,26.94,13.57,9.64,0.55,53.1584
2022,1,4,18,0,26.06,13.28,9.46,0.45,52.095
2022,1,4,19,0,25.23,13.2,9.4,0.74,59.2946
2022,1,4,20,0,24.6,12.99,9.28,0.86,65.5769
2022,1,4,21,0,23.88,12.78,9.16,0.97,63.5093
2022,1,4,22,0,23.25,12.37,8.91,0.95,55.7525
2022,1,4,23,0,22.51,12.23,8.79,0.94,50.4959
2022,1,5,0,0,21.29,12.19,8.79,1.14,36.7001
2022,1,5,1,0,20.41,12.26,8.85,1.34,38.7094
2022,1,5,2,0,19.66,12.4,8.91,1.43,38.4681
2022,1,5,3,0,19.09,12.59,9.03,1.51,35.5389
2022,1,5,4,0,18.49,12.84,9.16,1.55,33.5667
2022,1,5,5,0,18.15,13.09,9.34,1.54,39.8134
2022,1,5,6,0,17.89,13.31,9.46,1.5,52.2391
2022,1,5,7,35.7,18.9,13.62,9.64,1.77,65.9773
2022,1,5,8,131.82,20.98,13.69,9.7,1.56,67.3135
2022,1,5,9,240.17,24.59,13.5,9.58,1.08,64.5737
2022,1,5,10,372.09,27.94,13.13,9.34,2.25,50.9976
2022,1,5,11,433.95,29.46,13.14,9.34,3.14,64.3727
2022,1,5,12,386,30.5,13.15,9.4,3.83,75.8837
2022,1,5,13,348.84,30.99,13.14,9.4,4.19,88.2778
2022,1,5,14,196.91,30.83,12.98,9.28,3.92,93.8301
2022,1,5,15,138.31,30.06,12.75,9.16,3.4,93.0025
2022,1,5,16,63.04,28.37,14.08,10.01,1.81,90.7217
2022,1,5,17,11.69,25.51,14.42,10.19,1.09,80.7973
2022,1,5,18,0,24.48,14.26,10.13,0.82,89.5854
2022,1,5,19,0,23.54,14.42,10.19,0.95,83.1526
2022,1,5,20,0,22.67,14.3,10.13,1.21,58.1621
2022,1,5,21,0,22,14.29,10.13,1.46,62.6905
2022,1,5,22,0,21.27,14.28,10.13,1.6,46.9728
2022,1,5,23,0,20.3,14.29,10.13,1.84,39.3246
2022,1,6,0,0,19.29,14.26,10.13,2.16,41.5107
2022,1,6,1,0,18.48,14.11,10.01,2.4,39.411
2022,1,6,2,0,17.83,13.9,9.89,2.4,38.4166
2022,1,6,3,0,17.29,13.68,9.7,2.36,36.8635
2022,1,6,4,0,16.8,13.49,9.58,2.31,37.6231
2022,1,6,5,0,16.35,13.37,9.52,2.25,36.4593
2022,1,6,6,0,16,13.33,9.46,2.18,47.1485
2022,1,6,7,9.88,17.39,13.46,9.52,2.53,63.6997
2022,1,6,8,59.66,19.51,13.56,9.58,2.36,64.0462
2022,1,6,9,104.32,23.43,12.61,9.03,2.27,63.6729
2022,1,6,10,280.12,25.6,12.48,8.97,2.27,49.5675
2022,1,6,11,219,26.79,12.24,8.79,3.03,41.8652
2022,1,6,12,206.57,27.39,11.98,8.67,3.42,50.8616
2022,1,6,13,121.24,27.62,11.92,8.67,3.08,83.7445
2022,1,6,14,190.22,27.48,11.99,8.73,2.49,90.8336
